GENUS_SPECIES,taxonomic_class
Bateidae ,Malacostraca
Joeropsis rathbunae,Malacostraca
Calyptolana hancocki,Malacostraca
Curidia debrogania,Malacostraca
Anamaera hixoni,Malacostraca
Pitho anisodon,Malacostraca
Isocheles wurdemanni,Malacostraca
Caecidotea laticaudata,Malacostraca
Novafabricia brunnea,Polychaeta
Pseudoleptocuma sp2,Malacostraca
Malletia faba,Bivalvia
Calliostoma turbinum,Gastropoda
Upogebia lepta,Malacostraca
Magelona sp1,Polychaeta
Polyodontes panamensis,Polychaeta
Admete gracilior,Gastropoda
Facelinidae ,Gastropoda
Odostomia sulcosa,Gastropoda
Cirrophorus armatus,Polychaeta
Novaquesta trifurcata,Polychaeta
Lumbrinereis acicularum,Polychaeta
Stratiomyidae ,Insecta
Microspio granulata,Polychaeta
Penaeopsis velatinus,Malacostraca
Nephtys rickettsi,Polychaeta
Eusarsiella bakeri,Ostracoda
Glycymeris ,Bivalvia
Pseudonototanais ,Malacostraca
Stenothoe gallensis,Malacostraca
Ophiophragmus wurdemanii,Ophiuroidea
Parasterope zeta,Insecta
Bivalvia genush,Bivalvia
Hemipodus ,Polychaeta
Caprella pilidigitata,Malacostraca
Crepidula nummaria,Gastropoda
Lepidochitona flectens,Polyplacophora
Mopalia sinuata,Polyplacophora
Nacellina ,Gastropoda
Pseudopotamilla occelata,Polychaeta
Cyclostremiscus pentagonus,Gastropoda
Eurypanopeus ,Malacostraca
Aphrogenia ,Polychaeta
Idunella sp9,Malacostraca
Caenis diminuta,Insecta
Axiognathus squamata,Lepidosauria
Microspio maori,Polychaeta
Mitrella rosacea,Hydrozoa
Cleantioides bruscai,Malacostraca
Sabellaria nanella,Polychaeta
Yoldia cooperii,Bivalvia
Ancinus granulatus,Malacostraca
Emerita talpoida,Malacostraca
Portunus orbicularis,Malacostraca
Augeneriella dubia,Polychaeta
Dentalium spa,Scaphopoda
Photis spc,Malacostraca
Bemlos spd,Malacostraca
Neoloricata spa,Polyplacophora
Pyrgocythara hemphilli,Gastropoda
Selia adamsi,Gastropoda
Hemipodus roseus,Dicotyledonae
Polinices lewisii,Gastropoda
Potamethus ,Polychaeta
Aphrodita negligens,Polychaeta
Balanophyllia elegans,Anthozoa
Caberea ellisi,Gymnolaemata
Ceradocus spinicaudus,Malacostraca
Copidozoum protectum,Gymnolaemata
Crucigera zygophora,Polychaeta
Halocynthia igaboja,Ascidiacea
Homalopoma luridum,Gastropoda
Jaeropsis dubia,Bacillariophyceae
Lagenicella neosocialis,Gymnolaemata
Lepidochitona dentiens,Polyplacophora
Micropora coriacea,Gymnolaemata
Myriozoum tenue,Equisetopsida
Protolaeospira eximia,Polychaeta
Terebratulida ,Rhynchonellata
Spirontocaris prionota,Malacostraca
Jaspidella jaspidea,Gastropoda
Lumbrinereis acuta,Aves
Laternula marilina,Bivalvia
Raeta undulata,Bivalvia
Leptochela hawaiiensis,Malacostraca
Cirriformia spirabrancha,Polychaeta
Chironomini genusb,Insecta
Aricidea spa,Polychaeta
Drilonereis debilis,Polychaeta
Kurtziella spa,Gastropoda
Tubificoides bermudae,Clitellata
Bimeria franciscana,Mammalia
Ophichthus ,Actinopteri
Periplomatidae ,Bivalvia
Ablabesmyia parajanta,Insecta
Bivalvia spa,Alphaproteobacteria
Hydrophilidae ,Insecta
Phascolion cryptus,Insecta
Rildardanus ,Malacostraca
Tricolia tessellata,Gastropoda
Parhyale ,Malacostraca
Pleurogonium ,Bryopsida
Foxiphalus xiximeus,Malacostraca
Puncturella cucullata,Gastropoda
Chelicopia arostrata,Ostracoda
Eualus townsendi,Malacostraca
Sagitta friderici,Sagittoidea
Paramoera humilomoera,Malacostraca
Mancocuma stelliferum,Malacostraca
Atheresthes evermanni,Actinopteri
Atheresthes stomias,Actinopteri
Gorgonocephalus ,Ophiuroidea
Lithodes aequispina,Malacostraca
Pleurogrammus monopterygius,Actinopteri
Zaprora silenus,Actinopteri
Bathymasteridae ,Actinopteri
Gadus macrocephalus,Actinopteri
Glyptocephalus zachirus,Actinopteri
Oncorhynchus keta,Actinopteri
Sebastes aleutianus,Actinopteri
Sebastes alutus,Actinopteri
Sebastes crameri,Actinopteri
Sebastes polyspinis,Actinopteri
Sebastes variabilis,Actinopteri
Sebastes variegatus,Actinopteri
Sebastes zacentrus,Actinopteri
Sebastolobus alascanus,Actinopteri
Theragra chalcogramma,Actinopteri
Anoplopoma fimbria,Actinopteri
Chionoecetes tanneri,Malacostraca
Hippoglossus stenolepis,Actinopteri
Sebastes borealis,Actinopteri
Lithodidae ,Malacostraca
Squaliformes ,Chondrichthyes
Sebastes ruberrimus,Actinopteri
Diomedea immutabilis,Aves
Diomedeidae ,Aves
Chionoecetes ,Malacostraca
Oncorhynchus kisutch,Actinopteri
Sebastes caurinus,Actinopteri
Chionoecetes bairdi,Malacostraca
Hexagrammidae ,Actinopteri
Sebastes babcocki,Actinopteri
Procellariformes ,Aves
Microstomus pacificus,Actinopteri
Sebastes diploproa,Actinopteri
Antimora microlepis,Actinopteri
Lamna ditropis,Chondrichthyes
Hippoglossoides elassodon,Actinopteri
Paralithodes camtschatica,Malacostraca
Erimacrus isenbeckii,Malacostraca
Moroteuthis robusta,Cephalopoda
Paralithodes platypus,Malacostraca
Bathymaster signatus,Actinopteri
Liparididae ,Actinopteri
Larus glaucescens,Aves
Vampyromorpha ,Cephalopoda
Sebastolobus altivelis,Actinopteri
Placetron wosnessenskii,Malacostraca
Paralomis multispina,Malacostraca
Sebastes proriger,Actinopteri
Hexagrammos lagocephalus,Actinopteri
Caristius macropus,Actinopteri
Pleuronectes quadrituberculatus,Actinopteri
Icosteus aenigmaticus,Actinopteri
Limanda aspera,Actinopteri
Alepisaurus ferox,Actinopteri
Lithodes couesi,Malacostraca
Pennatula ,Anthozoa
Aves ,Aves
Eumicrotremus orbis,Actinopteri
Diomedea nigripes,Aves
Anarhichadidae ,Actinopteri
Ronquilus jordani,Actinopteri
Sebastes paucispinis,Actinopteri
Sebastes melanops,Actinopteri
Sebastes phillipsi,Actinopteri
Petromyzontidae ,Hyperoartia
Chirolophis decoratus,Actinopteri
Sebastes entomelas,Actinopteri
Crinoidea ,Crinoidea
Sebastes rosaceus,Actinopteri
Sebastes reedi,Actinopteri
Chionoecetes angulatus,Malacostraca
Isopsetta isolepis,Actinopteri
Parophrys vetulus,Actinopteri
Larus hyuperboreus,Aves
Lopholithodes foraminatus,Malacostraca
Platichthys stellatus,Actinopteri
Clupea pallasi,Actinopteri
Oncorhynchus gorbuscha,Actinopteri
Anarrhichthys ocellatus,Actinopteri
Anarhichas orientalis,Actinopteri
Thaleichthys pacificus,Actinopteri
Aphrodite aculeata,Polychaeta
Hemitripterus bolini,Actinopteri
Sebastes ciliatus,Actinopteri
Ophiodon elongatus,Actinopteri
Myoxocephalus polyacanthocephalus,Actinopteri
Paralithodes brevipes,Malacostraca
Bothrocara brunneum,Actinopteri
Chionoecetes hybrid,Malacostraca
Trichodon trichodon,Actinopteri
Limanda proboscidea,Actinopteri
Hexagrammos decagrammus,Actinopteri
Hippoglossoides robustus,Actinopteri
Agonus acipenserinus,Actinopteri
Paralomis verilli,Malacostraca
Triglops forficata,Actinopteri
Aptocyclus ventricosus,Actinopteri
Myxinidae ,Myxini
Sebastes nigrocinctus,Actinopteri
Trachipteridae ,Actinopteri
Ammodytes hexapterus,Actinopteri
Psettichthys melanostictus,Actinopteri
Limanda sakhalinensis,Actinopteri
Raja rhina,Chondrichthyes
Sebastes pinniger,Actinopteri
Delolepis gigantea,Actinopteri
Sebastes jordani,Actinopteri
Citharichthys sordidus,Actinopteri
Oncorhynchus nerka,Actinopteri
Liopsetta glacialis,Actinopteri
Talismania bifurcata,Actinopteri
Sebastes flavidus,Actinopteri
Embassichthys bathybius,Actinopteri
Pholidae ,Actinopteri
Sebastes brevispinis,Actinopteri
Procellariidae ,Aves
Myoxocephalus jaok,Actinopteri
Bathyraja parmifera,Chondrichthyes
Icichthys lockingtoni,Actinopteri
Hydrolagus colliei,Chondrichthyes
Merluccius productus,Actinopteri
Hemilepidotus spinosus,Actinopteri
Malacocottus kincaidi,Actinopteri
Eopsetta jordani,Actinopteri
Porichthys notatus,Actinopteri
Microgadus proximus,Actinopteri
Lyconectes aleutensis,Actinopteri
Hemilepidotus hemilepidotus,Actinopteri
Sebastes glaucous,Actinopteri
Sebastes helvomaculatus,Actinopteri
Diaphus theta,Actinopteri
Diomedea albatrus,Aves
Eleginus gracilis,Actinopteri
Ptilichthys goodei,Actinopteri
Dasycottus setiger,Actinopteri
Lepidopsetta bilineata,Actinopteri
Albatrossia pectoralis,Actinopteri
Coryphaenoides acrolepis,Actinopteri
Bathyraja lindbergi,Chondrichthyes
Primnoa willeyi,Anthozoa
Bathyraja aleutica,Chondrichthyes
Hemilepidotus jordani,Actinopteri
Sebastes miniatus,Actinopteri
Sebastolobus macrochir,Actinopteri
Cryptacanthodidae ,Actinopteri
Bathyraja maculata,Chondrichthyes
Lycodes palearis,Actinopteri
Chauliodontidae ,Actinopteri
Lampetra tridentatus,Hyperoartia
Melanostomiidae ,Teleostei
Allocyttus folletti,Actinopteri
Leuroglossus schmidti,Actinopteri
Glyptocephalus stelleri,Actinopteri
Bathyraja kincaidi,Chondrichthyes
Radulinus asprellus,Actinopteri
Blepsias bilobus,Actinopteri
Laemonema longipes,Actinopteri
Raja binoculata,Chondrichthyes
Sarritor frenatus,Actinopteri
Lycodes brevipes,Actinopteri
Lycodes raridens,Actinopteri
Gymnocanthus galeatus,Actinopteri
Psychrolutes phrictus,Actinopteri
Bathyraja rosispinis,Chondrichthyes
Liparis dennyi,Actinopteri
Lycodes diapterus,Actinopteri
Careproctus rastrinus,Actinopteri
Bathyagonus nigripinnis,Actinopteri
Oncorhynchus mykiss,Actinopteri
Sebastes melanostomus,Actinopteri
Bathyraja taranetzi,Chondrichthyes
Acantholithodes hispidus,Malacostraca
Bathyraja minispinosa,Chondrichthyes
Bathyraja interrupta,Chondrichthyes
Bathyraja trachura,Chondrichthyes
Triglops scepticus,Actinopteri
Malacocottus zonurus,Actinopteri
Erilepis zonifer,Actinopteri
Laridae ,Aves
Buccinum solenum,Gastropoda
Hydrobatidae ,Aves
Poroclinus rothrocki,Actinopteri
Oneirodes eschrichti,Actinopteri
Stenobrachius leucopsarus,Actinopteri
Bathyraja violacea,Chondrichthyes
Rissa brevirostris,Aves
Hypomesus pretiosus,Actinopteri
Clidoderma asperrimum,Actinopteri
Uria lomvia,Aves
Occella dodecaedron,Actinopteri
Sebastes mystinus,Actinopteri
Hexagrammos actogrammus,Actinopteri
Raja stellulata,Chondrichthyes
Icelus spiniger,Actinopteri
Leptocottus armatus,Actinopteri
Sebastes aurora,Actinopteri
Inopsetta ischyra,Actinopterygii
Bathyraja abyssicola,Chondrichthyes
Sebastes goodei,Actinopteri
Lumpenus sagitta,Actinopteri
Triglops pingeli,Actinopteri
Icelinus burchami,Actinopteri
Neptunea pribiloffensis,Gastropoda
Fusitriton oregonensis,Gastropoda
Lycodes concolor,Actinopteri
Pleuronichthys decurrens,Actinopteri
Sebastes wilsoni,Actinopteri
Hexagrammos stelleri,Actinopteri
Engraulis mordax,Actinopteri
Pleuronichthys coenosus,Actinopteri
Adelosebastes lutens,Actinopteri
Sebastes saxicola,Actinopteri
Triglops macellus,Actinopteri
Sebastes elongatus,Actinopteri
Sardinops sagax,Actinopteri
Psychrolutes paradoxus,Actinopteri
Clinocottus embryum,Actinopteri
Salvelinus malma,Actinopteri
Bathymaster caeruleofasciatus,Actinopteri
Gaviformes ,Aves
Rhizoprionodon longurio,Chondrichthyes
Trachipterus altivelis,Actinopteri
Acipenseridae ,Actinopteri
Symphurus atricauda,Actinopteri
Podicipediformes ,Aves
Sterninae ,Aves
Apristurus brunneus,Chondrichthyes
Stercorariidae ,Aves
Pandalus platyceros,Malacostraca
Rhinolithodes wosnessenskii,Malacostraca
Chauliodus macouni,Actinopteri
Occella verrucosa,Actinopteri
Lumpenus maculatus,Actinopteri
Percis japonicus,Actinopteri
Somateria spectabilis,Aves
Trachurus symmetricus,Actinopteri
Hemilepidotus papilio,Actinopteri
Rhodosoma turcicum,Ascidiacea
Symplegma viride,Ascidiacea
Botrylloides nigrum,Ascidiacea
Ecteinascidia turbinata,Ascidiacea
Lissoclinum fragile,Ascidiacea
Polyclinum constellatum,Ascidiacea
Symplegma brakenhielmi,Ascidiacea
Clavelina oblonga,Ascidiacea
Stolidobranchia ,Ascidiacea
Symplegma rubra,Ascidiacea
Didemnum sp1,Ascidiacea
Ascidia zara,Ascidiacea
Botrylloides violaceus,Ascidiacea
Ciona savignyi,Ascidiacea
Didemnum carnulentum,Ascidiacea
Phlebobranchia ,Ascidiacea
Ascidia sp1,Ascidiacea
Aplidium californicum,Ascidiacea
Microcosmus squamiger,Ascidiacea
Halocynthia aurantium,Ascidiacea
Didemnum perlucidum,Ascidiacea
Ascidia interrupta,Ascidiacea
Ascidia sydneiensis,Ascidiacea
Microcosmus exasperatus,Ascidiacea
Molgula sp1,Ascidiacea
Ascidia ceratodes,Ascidiacea
Botrylloides diegensis,Ascidiacea
Lissoclinum constellatum,Ascidiacea
Eudistoma olivaceum,Ascidiacea
Aplousobranchia ,Ascidiacea
Polyandrocarpa zorritensis,Ascidiacea
Botrylloides perspicuum,Ascidiacea
Ascidia columbiana,Ascidiacea
Ascidia callosa,Arachnida
Corella willmeriana,Ascidiacea
Molgula retortiformis,Ascidiacea
Styela truncata,Ascidiacea
Distaplia bermudensis,Ascidiacea
Distaplia alaskensis,Ascidiacea
Perophora annectens,Ascidiacea
Botryllus sp101,Ascidiacea
Botryllus primigenus,Ascidiacea
Didemnum albidum,Ascidiacea
Aplidium accarense,Ascidiacea
Didemnum psammathodes,Ascidiacea
Diplosoma glandulosum,Magnoliopsida
Didemnum duplicatum,Ascidiacea
Botrylloides att,Ascidiacea
Aplidium sp1,Ascidiacea
Distaplia clavata,Ascidiacea
Cnemidocarpa finmarkiensis,Ascidiacea
Symplegma reptans,Ascidiacea
Aplidium sp91,Ascidiacea
Pyuridae ,Ascidiacea
Pyura haustor,Ascidiacea
Molgula cooperi,Ascidiacea
Perophora japonica,Ascidiacea
Aplidium constellatum,Ascidiacea
Anas rubripes,Aves
Phalaropodidae ,Aves
Uria ,Aves
Phalacrocorax auritus,Aves
Larus delawarensis,Aves
Phalaropus fulicarius,Aves
Balaenopteridae ,Mammalia
Delphinidae ,Mammalia
Phalaropus lobatus,Aves
Catharacta ,Aves
Cetacea ,Mammalia
Larus glaucoides,Aves
Pusa hispida,Mammalia
Somateria ,Aves
Larus atricilla,Aves
Anatidae ,Aves
Polysticta stelleri,Aves
Fulmarus ,Aves
Larus philadelphia,Aves
Phalacrocoracidae ,Aves
Gaviiformes ,Aves
Fregata minor,Aves
Pagophila eburnea,Aves
Catharacta skua,Aves
Puffinus ,Aves
Oceanodroma ,Aves
Pterodroma phaeopygia,Aves
Anseriformes ,Aves
Sterna ,Aves
Stenella attenuata,Mammalia
Pterodroma hasitata,Aves
Puffinus lherminieri,Aves
Sula dactylatra,Aves
Eubalaena glacialis,Mammalia
Calidris melanotos,Aves
Scolopacidae ,Aves
Sterna forsteri,Aves
Larus thayeri,Aves
Ursus maritimus,Mammalia
Pagophilus groenlandicus,Mammalia
Anser albifrons,Aves
Erignathus barbatus,Mammalia
Phoca vitulina,Mammalia
Odobenus rosmarus,Mammalia
Calidris maritima,Aves
Pterodroma externa,Aves
Phaethon rubricauda,Aves
Charadrius semipalmatus,Aves
Lagenorhynchus albirostris,Mammalia
Kogia breviceps,Mammalia
Cepphus ,Aves
Branta canadensis,Aves
Podiceps cornutus,Aves
Somateria fischeri,Aves
Cystophora cristata,Mammalia
Pseudorca crassidens,Mammalia
Larus occidentalis,Aves
Fratercula ,Aves
Tringa flavipes,Aves
Oceanodroma castro,Aves
Podiceps grisegena,Aves
Calidris alba,Aves
Branta bernicla,Aves
Calidris minutilla,Aves
Ziphiidae ,Mammalia
Charadriiformes ,Aves
Hyperoodon ampullatus,Mammalia
Mergus ,Aves
Stenella longirostris,Mammalia
Calidris fuscicollis,Aves
Actitis macularia,Aves
Sterna repressa,Aves
Pterodroma arminjoniana,Aves
Phalaropus tricolor,Aves
Sulidae ,Aves
Puffinus creatopus,Aves
Phoebastria nigripes,Aves
Phalacrocorax pelagicus,Aves
Synthliboramphus hypoleucus,Aves
Oceanodroma melania,Aves
Pterodroma ,Aves
Tringa melanoleuca,Aves
Calidris pusilla,Aves
Limosa ,Aves
Fratercula cirrhata,Aves
Phaethon ,Aves
Anous stolidus,Aves
Fregata magnificens,Aves
Calidris bairdii,Aves
Chen caerulescens,Aves
Sula sula,Aves
Phaethon aethereus,Aves
Limnodromus ,Aves
Pelecanus occidentalis,Aves
Larus schistisagus,Aves
Limosa haemastica,Aves
Anous ,Aves
Fregata ,Aves
Oceanodroma tethys,Aves
Nesofregetta fuliginosa,Aves
Haematopus ,Aves
Sula ,Aves
Bucephala ,Aves
Puffinus auricularis,Aves
Larus hemprichii,Aves
Oceanodroma furcata,Aves
Ptychoramphus aleuticus,Aves
Cepphus carbo,Aves
Halocyptena microsoma,Aves
Stenella clymene,Mammalia
Lagenorhynchus ,Mammalia
Charadrius montanus,Aves
Calidris alpina,Aves
Pelagodroma ,Aves
Cerorhinca monocerata,Aves
Lophodytes cucullatus,Aves
Stenella frontalis,Mammalia
Larus californicus,Aves
Anous tenuirostris,Aves
Pterodroma rostrata,Aves
Procellariiformes ,Aves
Pterodroma longirostris,Aves
Phalaropus ,Aves
Phalaropus fulicaria,Aves
Ziphius cavirostris,Mammalia
Spizella breweri,Aves
Callorhinus ursinus,Mammalia
Zalophus californianus,Mammalia
Caniformia ,Mammalia
Phalacrocorax ,Aves
Elasmobranchii ,Chondrichthyes
Eulithis xylina,Insecta
Phalacrocorax penicillatus,Aves
Puffinus bulleri,Aves
Alcidae ,Aves
Puffinus opisthomelas,Aves
Oceanodroma homochroa,Aves
Oceanodroma microsoma,Aves
Larus heermanni,Aves
Podiceps nigricollis,Aves
Synthliboramphus ,Aves
Pterodroma ultima,Aves
Aethia psittacula,Aves
Synthliboramphus craveri,Aves
Phocoenoides dalli,Mammalia
Melanitta perspicillata,Aves
Eschrichtius robustus,Mammalia
Egretta thula,Aves
Lissodelphis borealis,Mammalia
Aechmophorus occidentalis,Aves
Synthliboramphus antiquus,Aves
Sterna elegans,Aves
Gavia pacifica,Aves
Calidris mauri,Aves
Mirounga angustirostris,Mammalia
Cepphus columba,Aves
Xema sabini,Aves
Balaenoptera ,Mammalia
Cheloniidae ,Testudines
Globicephala macrorhynchus,Mammalia
Delphinus capensis,Mammalia
Isurus oxyrinchus,Chondrichthyes
Pandion haliaetus,Aves
Limosa fedoa,Aves
Dendroica townsendi,Aves
Lutrogale perspicillata,Mammalia
Berardius bairdii,Mammalia
Brachyramphus marmoratus,Aves
Mesoplodon ,Mammalia
Wilsonia pusilla,Aves
Pluvialis squatarola,Aves
Catoptrophorus semipalmatus,Aves
Passeriformes ,Aves
Diomedea ,Aves
Globicephala ,Mammalia
Pterodroma sandwichensis,Aves
Aechmophorus clarkii,Aves
Streptopelia decaocto,Aves
Sterna antillarum,Aves
Arenaria interpres,Aves
Haematopus bachmani,Aves
Casmerodius albus,Aves
Dendroica occidentalis,Aves
Arenaria melanocephala,Aves
Fratercula corniculata,Aves
Fulica americana,Aves
Pelecanus erythrorhynchos,Aves
Butorides virescens,Aves
Stenella coeruleoalba,Mammalia
Threskiornithidae ,Aves
Ardea herodias,Aves
Otariidae ,Mammalia
Numenius americanus,Aves
Arctocephalus townsendi,Mammalia
Limnodromus scolopaceus,Aves
Rynchops niger,Aves
Puffinus baroli,Aves
Mesoplodon bidens,Mammalia
Columba livia,Aves
Stenella ,Dothideomycetes
Mesoplodon densirostris,Mammalia
Mesoplodon europaeus,Mammalia
Kogia ,Mammalia
Alvinocarididae ,Malacostraca
Lepetodrilus ,Gastropoda
Provanna ,Gastropoda
Shinkaia crosnieri,Malacostraca
Alaysia ,Polychaeta
Alvinocaris ,Malacostraca
Bathyacmaea ,Gastropoda
Margarites ryukyuensis,Gastropoda
Munidopsis ryukyuensis,Malacostraca
Neoverruca ,Thecostraca
Lebbeus ,Malacostraca
Axinulus hadalis,Bivalvia
Siboglinidae ,Polychaeta
Calyptogena ,Bivalvia
Archivesica ,Bivalvia
Bathyacmaea nipponica,Gastropoda
Phymorhynchus buccinoides,Gastropoda
Pareurythoe ,Polychaeta
Alvinocaris longirostris,Malacostraca
Bathyacmaea secunda,Gastropoda
Bathymodiolus ,Bivalvia
Bathymodiolus platifrons,Bivalvia
Branchinotogluma ,Polychaeta
Lepetodrilus nux,Gastropoda
Levensteiniella ,Polychaeta
Neoloricata ,Polyplacophora
Ashinkailepas ,Thecostraca
Calyptogena okutanii,Bivalvia
Epimeniidae ,Solenogastres
Leucolepas ,Thecostraca
Pyropelta ,Gastropoda
Scissurellidae ,Gastropoda
Solemyoida ,Bivalvia
Primnoidae ,Anthozoa
Enypniastes eximia,Holothuroidea
Paralvinella ,Polychaeta
Provanna glabra,Gastropoda
Beroe mitrata,Nuda
Enoploteuthis chuni,Cephalopoda
Gonatopsis octopedatus,Cephalopoda
Gymnosomata ,Gastropoda
Bathytoma ,Gastropoda
Shinkailepas ,Gastropoda
Vulcanolepas osheai,Thecostraca
Bruceiella globulus,Gastropoda
Neomphaloidea ,Gastropoda
Alvinocaris niwa,Malacostraca
Catillopecten ,Bivalvia
Paralomis ,Malacostraca
Shinkailepadidae ,Gastropoda
Trochoidea ,Gastropoda
Halobates ,Insecta
Bathymodiolus septemdierum,Bivalvia
Distolasterias ,Asteroidea
Gandalfus yunohana,Malacostraca
Munidopsis myojinensis,Malacostraca
Paralvinella hessleri,Polychaeta
Provannidae ,Gastropoda
Alvinocaris brevitelsonis,Malacostraca
Vesicomyidae ,Bivalvia
Bayerius arnoldi,Gastropoda
Anatoma ,Gastropoda
Alviniconcha ,Gastropoda
Austinograea rodriguezensis,Malacostraca
Rimicaris kairei,Malacostraca
Vetigastropoda ,Gastropoda
Amphinomida ,Polychaeta
Aphroditiformia ,Polychaeta
Bathymodiolus japonicus,Bivalvia
Pantopoda ,Pycnogonida
Peracarida ,Malacostraca
Conchocele bisecta,Bivalvia
Lamellibrachia ,Polychaeta
Margarites shinkai,Polychaeta
Adipicola ,Bivalvia
Bankia bipalmulata,Bivalvia
Capulus ,Gastropoda
Chrysopetalacea ,Polychaeta
Cocculina ,Gastropoda
Dillwynella ,Gastropoda
Homalopoma ,Gastropoda
Homalopoma laevigatum,Gastropoda
Leptogyropsis ,Gastropoda
Mitrella circumstriata,Magnoliopsida
Nectoneanthes ,Polychaeta
Notocrater ,Gastropoda
Nozeba ,Gastropoda
Pectinodonta rhyssa,Gastropoda
Ponderinella ,Gastropoda
Pseudococculinidae ,Gastropoda
Pseudotalopia ,Gastropoda
Pyramidelloidea ,Gastropoda
Teredinidae ,Bivalvia
Teredo mindanensis,Bivalvia
Xylophaga ,Bivalvia
Xylophaga supplicata,Bivalvia
Teredo ,Bivalvia
Echiuroinea ,Polychaeta
Oenopota ,Gastropoda
Ancistrolepis ,Gastropoda
Bathymodiolus marisindicus,Bivalvia
Mirocaris indica,Malacostraca
Ophidiiformes ,Actinopteri
Patellogastropoda ,Gastropoda
Phymorhynchus ,Gastropoda
Branchipolynoe ,Polychaeta
Calyptogena kawamurai,Bivalvia
Bathymodiolus hirtus,Bivalvia
Bathymodiolus securiformis,Bivalvia
Cantrainea jamsteci,Gastropoda
Eosipho desbruyeresi,Gastropoda
Verrucidae ,Thecostraca
Axinulus ,Bivalvia
Lucinoma ,Bivalvia
Machaeroplax ,Gastropoda
Circulus ,Gastropoda
Lamellibrachia satsuma,Polychaeta
Yoldiella kaikonis,Bivalvia
Benthomodiolus geikotsucola,Bivalvia
Calliloncha nankaiensis,Gastropoda
Prayidae ,Hydrozoa
Siphonophorae ,Hydrozoa
Solmundella ,Hydrozoa
Comatulida ,Crinoidea
Melithaeidae ,Anthozoa
Gorgonocephalidae ,Ophiuroidea
Zoanthidea ,Anthozoa
Nephtheidae ,Anthozoa
Nemanthus ,Anthozoa
Orthogastropoda ,Gastropoda
Lysianassinae ,Malacostraca
Calyptogena fossajaponica,Bivalvia
Calyptogena phaseoliformis,Bivalvia
Thyasira kaireiae,Bivalvia
Cancellariidae ,Gastropoda
Skeneidae ,Gastropoda
Bentheogennema borealis,Malacostraca
Bathocyroe fosteri,Tentaculata
Cydippida ,Tentaculata
Mertensiidae ,Tentaculata
Acharax johnsoni,Bivalvia
Buccinum soyomaruae,Gastropoda
Osedax ,Polychaeta
Lepidonotopodium ,Polychaeta
Munidopsis ,Malacostraca
Oenopota sagamiana,Gastropoda
Neolepas ,Thecostraca
Opaepele loihi,Malacostraca
Gigantidas ,Bivalvia
Symphurus thermophilus,Actinopteri
Oenopota ogasawarana,Gastropoda
Periclimenes thermohydrophilus,Malacostraca
Portlandia lischkei,Bivalvia
Congriscus megastomus,Actinopteri
Eptatretus okinoseanus,Myxini
Gonatus pyros,Cephalopoda
Teuthowenia megalops,Cephalopoda
Ashinkailepas seepiophila,Thecostraca
Iheyaspira lequios,Gastropoda
Antipatharia ,Anthozoa
Calyptogena soyoae,Bivalvia
Natsushima bifurcata,Polychaeta
Nereis piscesae,Polychaeta
Alviniconcha hessleri,Gastropoda
Desbruyeresia marisindica,Gastropoda
Lepetodrilidae ,Gastropoda
Lucinoidea ,Bivalvia
Cyathermia ,Gastropoda
Olgasolaris ,Gastropoda
Shinkaicaris leurokolos,Malacostraca
Admete tenuissima,Gastropoda
Provanna shinkaiae,Gastropoda
Laevidentalium sominium,Scaphopoda
Solmissus ,Hydrozoa
Megalodicopia hians,Ascidiacea
Chionoecetes japonicus,Malacostraca
Vesicomya kaikoae,Bivalvia
Calyptogena laubieri,Bivalvia
Calyptogena tsubasa,Bivalvia
Paralepetopsis lepichoni,Gastropoda
Phymorhynchus starmeri,Gastropoda
Nautiliniellidae ,Polychaeta
Provanna abyssalis,Gastropoda
Retiskenea diploura,Gastropoda
Peniagone ,Holothuroidea
Pandea ,Hydrozoa
Rhopalonematidae ,Hydrozoa
Bothrocara molle,Actinopteri
Margarites ,Gastropoda
Conoidea ,Gastropoda
Leucothea japonica,Insecta
Prayinae ,Hydrozoa
Vigtorniella ,Polychaeta
Desbruyeresia marianaensis,Gastropoda
Sepiola birostrata,Cephalopoda
Cavolinia ,Gastropoda
Trachymedusae ,Hydrozoa
Oikopleuridae ,Appendicularia
Amphidiscophora ,Hexactinellida
Hyalonema ,Hexactinellida
Hexactinellida ,Hexactinellida
Euplectella ,Hexactinellida
Galatheoidea ,Malacostraca
Pisciformes ,Euglenophyceae
Conica ,Hydrozoa
Ptychogastriidae ,Hydrozoa
Parumbrosa polylobata,Scyphozoa
Alvinellidae ,Polychaeta
Nautiliniella calyptogenicola,Polychaeta
Solmissus marshalli,Hydrozoa
Doliolida ,Thaliacea
Eucopia ,Malacostraca
Munnopsididae ,Malacostraca
Bathypolypus ,Cephalopoda
Malletia ,Bivalvia
Calyptogena similaris,Bivalvia
Obesotoma ,Gastropoda
Elasipodida ,Holothuroidea
Malacocottus ,Actinopteri
Hirondellea gigas,Malacostraca
Calyptogena nautilei,Bivalvia
Meterythrops microphthalma,Insecta
Eumalacostraca ,Malacostraca
Branchipolynoe pettiboneae,Polychaeta
Rhodaliidae ,Hydrozoa
Salpida ,Thaliacea
Arctapodema ,Hydrozoa
Munneurycope ,Malacostraca
Haplotaxida ,Clitellata
Lumbrineris amboinensis,Polychaeta
Serradonta vestimentifericola,Gastropoda
Hyphalion sagamiense,Hexanauplia
Propeamussiidae ,Bivalvia
Calycophorae ,Hydrozoa
