GENUS_SPECIES,taxonomic_class
Patiriella oliveri,Asteroidea
Anasterias mawsoni,Asteroidea
Linckia guildingi,Asteroidea
Echinaster colemani,Asteroidea
Lophaster suluensis,Asteroidea
Pseudarchaster jordani,Asteroidea
Anasterias directa,Asteroidea
Hydrasterias tasmanica,Asteroidea
Dytaster felli,Asteroidea
Sphaeriodiscus maui,Asteroidea
Freyastera digitata,Asteroidea
Styracaster armatus,Asteroidea
Cheiraster triplacanthus,Asteroidea
Ceramaster sp1,Asteroidea
Leilaster spinulosus,Asteroidea
Brisingaster robillardi,Asteroidea
Henricia studeri,Asteroidea
Pteraster stellifer,Asteroidea
Porania antarctica,Asteroidea
Henricia tahia,Asteroidea
Nepanthia reinga,Asteroidea
Freyella felleyra,Asteroidea
Hymenaster sp2,Asteroidea
Hymenodiscus sp3,Asteroidea
Damnaster tasmani,Asteroidea
Tethyaster tangaroae,Asteroidea
Patiriella exigua,Asteroidea
Astropecten celebensis,Asteroidea
Mithrodia clavigera,Asteroidea
Henricia kapalae,Asteroidea
Radiaster gracilis,Dicotyledonae
Caymanostella phorcynis,Asteroidea
Pseudoceramaster hunti,Sordariomycetes
Rosaster endilius,Asteroidea
Nepanthia belcheri,Asteroidea
Ceramaster glasbyi,Asteroidea
Dissogenes petersi,Asteroidea
Nepanthia grangei,Asteroidea
Anarhichas denticulatus,Actinopteri
Leucoraja ocellata,Chondrichthyes
Myoxocephalus octodecemspinosus,Actinopteri
Lycodes vahlii,Actinopteri
Sebastes ,Actinopteri
Nezumia bairdii,Actinopteri
Phycis chesteri,Actinopteri
Urophycis tenuis,Actinopteri
Malacoraja senta,Chondrichthyes
Hemitripterus americanus,Actinopteri
Limanda ferruginea,Actinopteri
Pseudopleuronectes americanus,Actinopteri
Illex illecebrosus,Cephalopoda
Zoarces americanus,Actinopteri
Hippoglossus hippoglossus,Actinopteri
Leucoraja erinacea,Chondrichthyes
Alosa pseudoharengus,Actinopteri
Brosme brosme,Actinopteri
Dipturus laevis,Chondrichthyes
Tautogolabrus adspersus,Actinopteri
Reinhardtius hippoglossoides,Actinopteri
Alosa sapidissima,Actinopteri
Mallotus villosus,Actinopteri
Leptagonus decagonus,Actinopteri
Aspidophoroides monopterygius,Actinopteri
Artediellus uncinatus,Actinopteri
Triglops murrayi,Actinopteri
Ammodytes dubius,Actinopteri
Eumicrotremus spinosus,Actinopteri
Arctozenus risso,Actinopteri
Rajella fyllae,Chondrichthyes
Synaphobranchus kaupii,Actinopteri
Liparis atlanticus,Actinopteri
Lycodes esmarkii,Actinopteri
Artediellus ,Actinopteri
Lumpenus lampretaeformis,Actinopteri
Liparis fabricii,Actinopteri
Lycodes pallidus,Actinopteri
Liparis gibbus,Actinopteri
Anarhichas minor,Actinopteri
Artediellus atlanticus,Actinopteri
Boltenia ,Ascidiacea
Lycodes lavalaei,Actinopteri
Lycodes ,Actinopteri
Ulvaria subbifurcata,Actinopteri
Icelus spatula,Actinopteri
Petromyzon marinus,Hyperoartia
Gymnelus viridis,Actinopteri
Parasudis truculenta,Actinopteri
Chlorophthalmidae ,Actinopteri
Alosa aestivalis,Actinopteri
Cryptacanthodes maculatus,Actinopteri
Liparis tunicatus,Actinopteri
Myoxocephalus scorpioides,Actinopteri
Loligo pealeii,Cephalopoda
Cottunculus microps,Actinopteri
Paraliparis garmani,Actinopteri
Lycenchelys paxillus,Actinopteri
Paraliparis copei,Actinopteri
Liparis inquilinus,Actinopteri
Microgadus tomcod,Actinopteri
Myoxocephalus aenaeus,Actinopteri
Gaidropsarus ensis,Actinopteri
Malacosteinae ,Actinopteri
Eumesogrammus praecisus,Actinopteri
Acipenser oxyrinchus,Actinopteri
Coryphaenoides rupestris,Actinopteri
Lycenchelys verrillii,Actinopteri
Lampridiformes ,Actinopteri
Benthodesmus simonyi,Actinopteri
Magnisudis atlantica,Actinopteri
Lycodes reticulatus,Actinopteri
Careproctus reinhardti,Actinopteri
Icelus bicornis,Actinopteri
Borostomias ,Actinopteri
Cottunculus thomsonii,Actinopteri
Myctophum ,Actinopteri
Symphurus ,Actinopteri
Benthosema ,Actinopteri
Lycodes polaris,Actinopteri
Anotopterus pharao,Actinopteri
Polyipnus asteroides,Actinopteri
Myctophiformes ,Actinopteri
Grammicolepis brachiusculus,Actinopteri
Lumpenus fabricii,Actinopteri
Argyropelecus ,Actinopteri
Agonidae ,Actinopteri
Ceratoscopelus maderensis,Actinopteri
Hyperoglyphe perciformis,Actinopteri
Xiphias gladius,Actinopteri
Polymixia nobilis,Actinopteri
Ophichthus cruentifer,Actinopteri
Beryciformes ,Actinopteri
Serrivomer ,Actinopteri
Ophidioidei ,Actinopteri
Macrourus berglax,Actinopteri
Paraliparis calidus,Actinopteri
Gadus ogac,Actinopteri
Bathylagus euryops,Actinopteri
Lycodes eudipleurostictus,Actinopteri
Cyclopteridae ,Actinopteri
Anguillidae ,Actinopteri
Careproctus longipinnis,Actinopteri
Stichaeidae ,Actinopteri
Liparis coheni,Actinopteri
Bathyraja spinicauda,Chondrichthyes
Scomberesox saurus,Actinopteri
Gymnocanthus tricuspis,Actinopteri
Stichaeus punctatus,Actinopteri
Ulcina olrikii,Actinopteri
Conger ,Actinopteri
Pholis fasciata,Actinopteri
Naucrates ductor,Actinopteri
Bothus ,Actinopteri
Rajiformes ,Chondrichthyes
Stomias ,Actinopteri
Urophycis ,Actinopteri
Serrivomer beanii,Actinopteri
Polyacanthonotus rissoanus,Actinopteri
Careproctus ranula,Actinopteri
Lumpenus ,Actinopteri
Ceratias holboelli,Actinopteri
Benthodesmus tenuis,Actinopteri
Dictyosphaeria versluysii,Ulvophyceae
Halimeda discoidea,Ulvophyceae
Halimeda opuntia,Ulvophyceae
Neomeris ,Ulvophyceae
Caulerpa microphysa,Ulvophyceae
Dichotomaria ,Florideophyceae
Dictyosphaeria cavernosa,Ulvophyceae
Halimeda velasquezii,Ulvophyceae
Lobophora variegata,Phaeophyceae
Liagora ,Florideophyceae
Microdictyon setchellianum,Ulvophyceae
Predaea weldii,Florideophyceae
Chondrophycus ,Florideophyceae
Dictyosphaeria ,Ulvophyceae
Halimeda ,Ulvophyceae
Lobophora ,Insecta
Galaxaura ,Florideophyceae
Cladophoropsis ,Ulvophyceae
Dictyota ceylanica,Phaeophyceae
Dictyota friabilis,Phaeophyceae
Padina melemele,Phaeophyceae
Rhipidosiphon javensis,Ulvophyceae
Stypopodium flabelliforme,Phaeophyceae
Melanamansia glomerata,Florideophyceae
Neomeris annulata,Ulvophyceae
Padina ,Phaeophyceae
Dasya iridescens,Florideophyceae
Gibsmithia hawaiiensis,Florideophyceae
Halichrysis coalescens,Florideophyceae
Rhipilia sinuosa,Ulvophyceae
Caulerpa ,Ulvophyceae
Ventricaria ventricosa,Ulvophyceae
Bryopsis pennata,Ulvophyceae
Amphiroa ,Florideophyceae
Martensia ,Florideophyceae
Hypnea ,Florideophyceae
Martensia fragilis,Florideophyceae
Portieria hornemannii,Florideophyceae
Chlorodesmis ,Ulvophyceae
Exophyllum ,Florideophyceae
Boodlea hebetata,Ulvophyceae
Dasya kristeniae,Florideophyceae
Halimeda gracilis,Ulvophyceae
Haloplegma duperreyi,Florideophyceae
Nemastoma ,Florideophyceae
Microdictyon ,Ulvophyceae
Rhipilia orientalis,Ulvophyceae
Caulerpa urvilleana,Ulvophyceae
Microdictyon umbillicatum,Ulvophyceae
Valonia fastigiata,Ulvophyceae
Chlorodesmis caespitosa,Ulvophyceae
Dictyopteris palagiogramma,Phaeophyceae
Haliptilon subulatum,Florideophyceae
Caulerpa webbiana,Ulvophyceae
Dictyota acutiloba,Phaeophyceae
Tolypiocladia glomerulata,Florideophyceae
Caulerpa taxifolia,Ulvophyceae
Turbinaria ornata,Phaeophyceae
Caulerpa serrulata,Ulvophyceae
Avrainvillea ,Ulvophyceae
Caulerpa turbinata,Ulvophyceae
Halimeda taenicola,Ulvophyceae
Botryocladia ,Florideophyceae
Asparagopsis ,Florideophyceae
Valonia ,Insecta
Turbinaria ,Phaeophyceae
Actinotrichia ,Florideophyceae
Amansia ,Florideophyceae
Gibsmithia ,Florideophyceae
Haloplegma ,Florideophyceae
Tydemania ,Actinopteri
Caulerpa sertularioides,Ulvophyceae
Amphiroa fragillissima,Florideophyceae
Botryocladia skottsbergii,Florideophyceae
Galaxaura cohaerens,Florideophyceae
Hormothamnion ,Cyanophyceae
Neomeris van-bosseae,Ulvophyceae
Padina boergesenii,Phaeophyceae
Asparagopsis taxiformis,Florideophyceae
Caulerpa cupressoides,Ulvophyceae
Crouania ,Florideophyceae
Gelidiopsis ,Florideophyceae
Jania capillacea,Florideophyceae
Mesophyllum funagutiense,Florideophyceae
Portieria harveyi,Florideophyceae
Tolypiocladia calodictyon,Florideophyceae
Codium edule,Ulvophyceae
Cheilosporum culturatum,Florideophyceae
Peyssonnelia inamoena,Florideophyceae
Actinotrichia fragilis,Florideophyceae
Caulerpa verticillata,Ulvophyceae
Halichrysis ,Florideophyceae
Boodlea transitans,Ulvophyceae
Ganonema farinosum,Florideophyceae
Laurencia galtsoffii,Florideophyceae
Acanthophora pacifica,Florideophyceae
Platoma ardreanum,Florideophyceae
Nitophyllum ,Florideophyceae
Titanophora ,Florideophyceae
Chlorodesmis fastigiata,Ulvophyceae
Tydemania expeditionis,Ulvophyceae
Carpopeltis ,Florideophyceae
Portieria ,Florideophyceae
Avrainvillea erecta,Ulvophyceae
Boergesenia transitans,Ulvophyceae
Tricleocarpa fragilis,Florideophyceae
Caulerpa nummularia,Ulvophyceae
Chondrophycus parvipapillatus,Florideophyceae
Dotyella hawaiiensis,Magnoliopsida
Martensia flabelliformis,Florideophyceae
Amphiroa foliacea,Florideophyceae
Acanthophora ,Florideophyceae
Trichogloeopsis ,Florideophyceae
Chrysymenia ,Florideophyceae
Halimeda fragilis,Ulvophyceae
Caulerpa geminata,Ulvophyceae
Caulerpa racemosa,Ulvophyceae
Avrainvillea lacerata,Ulvophyceae
Halimeda minima,Ulvophyceae
Rhipiliopsis ,Ulvophyceae
Acetabularia ,Ulvophyceae
Caulerpa peltata,Ulvophyceae
Wrangelia ,Florideophyceae
Dictyota bartayresiana,Phaeophyceae
Halymenia dilatata,Florideophyceae
Hydroclathrus clathratus,Phaeophyceae
Botryocladia tenuissima,Florideophyceae
Caulerpa biserrulata,Ulvophyceae
Codium bulbopilum,Ulvophyceae
Gelidiella acerosa,Florideophyceae
Mastophora rosea,Florideophyceae
Tolypiocladia ,Florideophyceae
Halimeda distorta,Ulvophyceae
Scinaia hormoides,Florideophyceae
Halymenia stipitata,Florideophyceae
Dichotomaria marginata,Florideophyceae
Halymenia formosa,Florideophyceae
Microdictyon okamurai,Ulvophyceae
Schizymenia ,Florideophyceae
Acrosymphyton brainardii,Florideophyceae
Predaea ,Florideophyceae
Dotyella ,Florideophyceae
Galaxaura filamentosa,Florideophyceae
Caulerpa macrophysa,Ulvophyceae
Kallymenia sessilis,Florideophyceae
Heterosiphonia crispella,Florideophyceae
Phyllodictyon ,Ulvophyceae
Cheilosporum ,Florideophyceae
Bornetella sphaerica,Ulvophyceae
Spyridea filamentosa,Dothideomycetes
Siphonocladus tropicus,Ulvophyceae
Udotea ,Ulvophyceae
Caulerpella ambigua,Ulvophyceae
Dictyopteris ,Phaeophyceae
Dasya pilosa,Mammalia
Halimeda kanaloana,Ulvophyceae
Trichogloea ,Florideophyceae
Callophycus ,Florideophyceae
Corynocystis ,Florideophyceae
Champia ,Florideophyceae
Tricleocarpa ,Florideophyceae
Chlorodesmis hildebrandtii,Ulvophyceae
Trichosolen ,Ulvophyceae
Acrosymphyton ,Florideophyceae
Dudresnaya ,Florideophyceae
Cheilosporum acutilobum,Florideophyceae
Amphiroa crassa,Florideophyceae
Halimeda macroloba,Ulvophyceae
Codium arabicum,Ulvophyceae
Galaxaura rugosa,Florideophyceae
Sporochnus ,Phaeophyceae
Yamadaella ,Florideophyceae
Boodlea bipes,Lepidosauria
Hypoglossum ,Florideophyceae
Cheilosporum spectabile,Florideophyceae
Galaxaura marginata,Florideophyceae
Bornetella oligospora,Ulvophyceae
Halimeda lacunalis,Ulvophyceae
Halimeda macrophysa,Ulvophyceae
Kallymenia ,Florideophyceae
Trichogloea requienii,Florideophyceae
Hypnea spinella,Florideophyceae
Halimeda incrassata,Ulvophyceae
Udotea argenta,Ulvophyceae
Gibsmithia dotyi,Florideophyceae
Caulerpa lamourouxii,Ulvophyceae
Scinaia huismanii,Florideophyceae
Codium reediae,Ulvophyceae
Sporochnus dotyi,Phaeophyceae
Vanvoorstia ,Florideophyceae
Avrainvillea amadelpha,Ulvophyceae
Amansia rhodantha,Florideophyceae
Bornetella hebetata,Ulvophyceae
Wrangelia anastomosans,Florideophyceae
Champia viellardii,Florideophyceae
Caulerpa brachypus,Ulvophyceae
Halimeda cylindracea,Ulvophyceae
Boodlea alata,Ulvophyceae
Acanthophora spicifera,Florideophyceae
Dictyota pfaffii,Phaeophyceae
Plocamium sandvicense,Florideophyceae
Halymenia durvillei,Florideophyceae
Halimeda gigas,Ulvophyceae
Chondracanthus ,Hexanauplia
Digenea ,Florideophyceae
Valonia utricularis,Ulvophyceae
Halimeda micronesica,Ulvophyceae
Anadyomene ,Ulvophyceae
Scinaia furcata,Florideophyceae
Boodlea rotundatum,Ulvophyceae
Coelarthrum ,Florideophyceae
Halophila ,Gymnolaemata
Meristotheca ,Florideophyceae
Stypopodium ,Phaeophyceae
Acrosymphyton taylorii,Florideophyceae
Turbinaria conoides,Phaeophyceae
Bornetella ,Ulvophyceae
Galaxaura obtusa,Florideophyceae
Neogoniolithon ,Florideophyceae
Renouxia ,Florideophyceae
Sporolithon ,Florideophyceae
Hydroclathrus ,Phaeophyceae
Hypnea valentiae,Florideophyceae
Verdigellas ,Palmophyllophyceae
Lyngbya ,Cyanophyceae
Schizoseris bombayensis,Florideophyceae
Hypnea pannosa,Florideophyceae
Chlorurus perspicillatus,Actinopteri
Manta birostris,Chondrichthyes
Acanthurus xanthopterus,Actinopteri
Gymnothorax ,Actinopteri
Dasyatis lata,Chondrichthyes
Plectorhinchus vittatus,Actinopteri
Macolor niger,Actinopteri
Acanthuridae ,Actinopteri
Kyphosidae ,Actinopteri
Scarus ,Actinopteri
Carcharhinus amblyrhynchos,Chondrichthyes
Naso ,Actinopteri
Carangoides orthogrammus,Actinopteri
Carangoides ferdau,Actinopteri
Sphyraena barracuda,Actinopteri
Muraenidae ,Actinopteri
Sphyrnidae ,Chondrichthyes
Naso tonganus,Actinopteri
Lutjanus monostigma,Actinopteri
Macolor macularis,Actinopteri
Gymnosarda unicolor,Actinopteri
Plectropomus laevis,Actinopteri
Carcharhinus galapagensis,Chondrichthyes
Lutjanidae ,Actinopteri
Macolor ,Actinopteri
Gymnothorax undulatus,Actinopteri
Sphyraenidae ,Actinopteri
Oplegnathus punctatus,Actinopteri
Coris flavovittata,Actinopteri
Gorgasia hawaiiensis,Actinopteri
Lethrinidae ,Actinopteri
Epinephelus ,Actinopteri
Scarus xanthopleura,Actinopteri
Sphyraena helleri,Actinopteri
Epinephelus polyphekadion,Actinopteri
Plectorhinchus picus,Actinopteri
Epinephelus lanceolatus,Actinopteri
Lethrinus ,Actinopteri
Pseudocaranx dentex,Actinopteri
Bodianus bilunulatus,Actinopteri
Arothron mappa,Actinopteri
Acanthurus ,Actinopteri
Naso caesius,Actinopteri
Albula glossodonta,Actinopteri
Bolbometopon muricatum,Actinopteri
Tylosurus crocodilus,Actinopteri
Epinephelus quernus,Actinopteri
Balistes polylepis,Actinopteri
Caranx ,Actinopteri
Oplegnathus fasciatus,Actinopteri
Euthynnus affinis,Actinopteri
Scorpaenopsis cacopsis,Actinopteri
Carcharhinus albimarginatus,Chondrichthyes
Kyphosus pacificus,Actinopteri
Plectropomus leopardus,Actinopteri
Acanthurus mata,Actinopteri
Plectropomus areolatus,Actinopteri
Epinephelus tauvina,Actinopteri
Myrichthys magnificus,Actinopteri
Trachinotus blochii,Actinopteri
Belonidae ,Actinopteri
Naso lopezi,Actinopteri
Parupeneus porphyreus,Actinopteri
Enchelycore pardalis,Actinopteri
Negaprion acutidens,Chondrichthyes
Scaridae ,Actinopteri
Lutjanus gibbus,Actinopteri
Epinephelus socialis,Actinopteri
Leptastrea purpurea,Anthozoa
Palythoa ,Anthozoa
Pocillopora meandrina,Anthozoa
Porites compressa,Anthozoa
Porites lobata,Anthozoa
Fungia scutaria,Anthozoa
Pocillopora ligulata,Anthozoa
Pocillopora damicornis,Anthozoa
Porites brighami,Anthozoa
Pocillopora ,Anthozoa
Psammocora stellata,Anthozoa
Cyphastrea ocellina,Anthozoa
Pavona varians,Anthozoa
Montipora capitata,Anthozoa
Porites lichen,Anthozoa
Montipora patula,Anthozoa
Montipora incrassata,Anthozoa
Pavona duerdeni,Anthozoa
Porites lutea,Anthozoa
Montipora flabellata,Anthozoa
Leptastrea bewickensis,Anthozoa
Cyphastrea ,Anthozoa
Porites ,Anthozoa
Porites solida,Anthozoa
Leptastrea transversa,Anthozoa
Coscinaraea ,Anthozoa
Leptoseris incrustans,Anthozoa
Pocillopora eydouxi,Anthozoa
Acanthastrea ,Anthozoa
Acropora ,Anthozoa
Astreopora ,Anthozoa
Galaxea fascicularis,Anthozoa
Goniastrea edwardsi,Anthozoa
Leptastrea ,Anthozoa
Leptastrea pruinosa,Anthozoa
Leptoria ,Anthozoa
Montastrea ,Anthozoa
Montastrea curta,Anthozoa
Montipora ,Anthozoa
Montipora caliculata,Anthozoa
Platygyra pini,Anthozoa
Favites ,Anthozoa
Goniastrea retiformis,Anthozoa
Goniopora ,Anthozoa
Goniopora minor,Anthozoa
Montastraea valenciennesi,Anthozoa
Montipora verrucosa,Anthozoa
Platygyra ,Anthozoa
Pocillopora verrucosa,Anthozoa
Psammocora haimeana,Anthozoa
Favia ,Anthozoa
Favia stelligera,Anthozoa
Pavona ,Anthozoa
Cladiella ,Anthozoa
Galaxea ,Anthozoa
Hydnophora microconnos,Anthozoa
Pavona explanulata,Anthozoa
Hydnophora exesa,Anthozoa
Favia danae,Anthozoa
Goniastrea aspera,Anthozoa
Montipora foveolata,Anthozoa
Stylocoeniella guentheri,Anthozoa
Turbinaria reniformis,Anthozoa
Echinophyllia ,Anthozoa
Echinopora gemmacea,Anthozoa
Fungia ,Anthozoa
Goniastrea pectinata,Anthozoa
Pavona cactus,Anthozoa
Platygyra daedalea,Anthozoa
Stylocoeniella armata,Anthozoa
Echinopra lamellosa,Anthozoa
Goniastrea ,Anthozoa
Lobophyllia ,Anthozoa
Favia pallida,Anthozoa
Symphillia recta,Magnoliopsida
Sandalolitha ,Anthozoa
Favia favus,Anthozoa
Acropora humilis,Anthozoa
Porites australiensis,Anthozoa
Psammocora ,Anthozoa
Favia matthaii,Anthozoa
Heliopora coerulea,Anthozoa
Porites rus,Anthozoa
Psammocora nierstraszi,Anthozoa
Coeloseris ,Anthozoa
Cycloseris ,Anthozoa
Lobophytum ,Anthozoa
Porites anae,Anthozoa
Porites vaughani,Anthozoa
Stylophora pistillata,Anthozoa
Oulophyllia ,Anthozoa
Porites horizontalata,Anthozoa
Scapophyllia ,Anthozoa
Sinularia ,Anthozoa
Stylophora mordax,Anthozoa
Oulophyllia crispa,Anthozoa
Halomitra pileus,Anthozoa
Leptoseris mycetoseroides,Anthozoa
Montipora aequtibellata,Anthozoa
Stylaster ,Hydrozoa
Acropora valida,Anthozoa
Distichopora ,Hydrozoa
Pavona maldivensis,Anthozoa
Sarcophyton ,Magnoliopsida
Stylophora ,Anthozoa
Rhodactis ,Anthozoa
Montipora tuberculosa,Anthozoa
Montipora verilli,Anthozoa
Tubastrea/Balanophyllia ,Anthozoa
Acropora cytherea,Anthozoa
Porites evermanni,Anthozoa
Fungia granulosa,Anthozoa
Cycloseris vaughani,Anthozoa
Leptoseris sp1,Anthozoa
Psammacora digitata,Magnoliopsida
Alveopora ,Anthozoa
Coscinaraea columna,Anthozoa
Turbinaria stellulata,Anthozoa
Millepora ,Hydrozoa
Isopora crateriformis,Anthozoa
Acropora palifera,Anthozoa
Plesiastrea ,Anthozoa
Psammacora profundacella,Anthozoa
Pavona minuta,Anthozoa
Gardinoseris planulata,Anthozoa
Leptoria phyrgia,Anthozoa
Leptoseris ,Anthozoa
Pavona clavus,Anthozoa
Acropora hyacinthus,Anthozoa
Acropora nobilis,Anthozoa
Favites complanata,Anthozoa
Diploastrea heliopora,Anthozoa
Astreopora myriophthalma,Anthozoa
Astreopora randalli,Anthozoa
Stylocoeniella ,Anthozoa
Hydnophora ,Anthozoa
Favites flexuosa,Anthozoa
Herpolitha ,Anthozoa
Pachyclavularia ,Anthozoa
Isopora ,Anthozoa
Echinopora ,Anthozoa
Porites murrayensis,Anthozoa
Tubastrea coccinea,Anthozoa
Fungia repanda,Anthozoa
Symphyllia ,Anthozoa
Merulina ampliata,Anthozoa
Merulina ,Anthozoa
Mycedium elephantotus,Anthozoa
Pocillopora elegans,Anthozoa
Cryptodendrum ,Anthozoa
Herpolitha limax,Anthozoa
Acropora gemmifera,Anthozoa
Heteractis ,Anthozoa
Stichodactyla ,Anthozoa
Millepora platyphylla,Hydrozoa
Acanthastrea echinata,Anthozoa
Oxypora ,Anthozoa
Turbinaria irregularis,Anthozoa
Discosoma ,Anthozoa
Protopalythoa ,Anthozoa
Fungia/Cycloseris/Diaseris ,Anthozoa
Porites cylindrica,Anthozoa
Porites monticulosa,Anthozoa
Cryptodendrum adhesivum,Anthozoa
Acropora samoensis,Anthozoa
Coscinarea exesa,Anthozoa
Acropora tenuis,Anthozoa
Favites abdita,Anthozoa
Dendronephthya ,Anthozoa
Zoanthus ,Anthozoa
Fungia fungites,Anthozoa
Pavona venosa,Anthozoa
Acropora abrotanoides,Anthozoa
Isopora palifera,Anthozoa
Acropora digitifera,Anthozoa
Aiptasia ,Anthozoa
Pocillopora molokensis,Anthozoa
Scleractinia ,Anthozoa
Leptoseris papyracea,Anthozoa
Montipora peltiformis,Anthozoa
Montipora turgescens,Anthozoa
Acropora paniculata,Anthozoa
Montipora ehrenbergii,Anthozoa
Pocillopora woodjonesi,Anthozoa
Montipora/Astreopora ,Anthozoa
Mycedium ,Anthozoa
Porites duerdeni,Anthozoa
Pachyseris ,Anthozoa
Echinophyllia echinata,Anthozoa
Leptoseris scabra,Anthozoa
Euphyllia ,Anthozoa
Pocillopora capitata,Hydrozoa
Plerogyra sinuosa,Anthozoa
Favites pentagonia,Magnoliopsida
Cyphastrea agassizi,Anthozoa
Leptoseris tubulifera,Anthozoa
Astreopora gracilis,Anthozoa
Pavona bipartita,Anthozoa
Acropora clathrata,Anthozoa
Hydnophora rigida,Anthozoa
Psammacora superficialis,Anthozoa
Porites densa,Anthozoa
Gardineroseris ,Anthozoa
Acropora monticulosa,Anthozoa
Acropora nassuta,Anthozoa
Cirrhipathes anguina,Anthozoa
Cancer borealis,Malacostraca
Crangon septemspinosa,Malacostraca
Dichelopandalus leptocerus,Malacostraca
Placopecten magellanicus,Bivalvia
Sebastes fasciatus,Actinopteri
Astarte undata,Bivalvia
Homarus americanus,Malacostraca
Octopoda ,Cephalopoda
Cancer irroratus,Malacostraca
Clypeasteroida ,Echinoidea
Morone saxatilis,Actinopteri
Anemonia ,Anthozoa
Chionoecetes opilio,Malacostraca
Asterias vulgaris,Asteroidea
Lebbeus groenlandicus,Malacostraca
Stomatopoda ,Malacostraca
Pitar morrhuanus,Bivalvia
Yoldia ,Bivalvia
Chaceon quinquedens,Malacostraca
Lithodes maja,Malacostraca
Axius serratus,Malacostraca
Ammodytes americanus,Actinopteri
Neptunea decemcostata,Gastropoda
Caudina arenata,Holothuroidea
Cyclocardia borealis,Bivalvia
Polinices heros,Actinopteri
Colus stimpsoni,Gastropoda
Zenopsis conchifer,Actinopteri
Spirontocaris lilljeborgii,Malacostraca
Loliginidae ,Cephalopoda
Eualus fabricii,Malacostraca
Arbacia punctulata,Echinoidea
Astarte castanea,Bivalvia
Asterias forbesi,Asteroidea
Crassinella lunulata,Bivalvia
Crepidula plana,Gastropoda
Diopatra cuprea,Polychaeta
Echinarachnius parma,Echinoidea
Eupleura caudata,Gastropoda
Lepidonotus sublevis,Polychaeta
Libinia emarginata,Malacostraca
Nassarius trivittatus,Gastropoda
Pagurus acadianus,Malacostraca
Pagurus longicarpus,Malacostraca
Pagurus pollicaris,Malacostraca
Petricolaria pholadiformis,Bivalvia
Spisula solidissima,Bivalvia
Urosalpinx cinerea,Gastropoda
Biloculina ringens,Tubothalamea
Bugula turrita,Gymnolaemata
Eudendrium dispar,Insecta
Grinnellia americana,Florideophyceae
Laminaria agardhii,Phaeophyceae
Microciona prolifera,Demospongiae
Pulvinulina lateralis,Squamata
Rotalia beccarii,Globothalamea
Anachis avara,Gastropoda
Anadara transversa,Bivalvia
Busycotypus canaliculatus,Gastropoda
Corbula contracta,Bivalvia
Idotea metallica,Malacostraca
Membranipora tenuis,Gymnolaemata
Ovalipes ocellatus,Malacostraca
Parasmittina nitida,Gymnolaemata
Aeginella longicornis,Insecta
Agardhiella tenera,Gastropoda
Callocardia morrhuana,Bivalvia
Ectocarpus confervoides,Phaeophyceae
Lomentaria uncinata,Spirotrichea
Miliolina seminulum,Vermes
Rhodomela subfusca,Florideophyceae
Venericardia borealis,Magnoliopsida
Balanus eburneus,Thecostraca
Mitrella lunata,Magnoliopsida
Noetia ponderosa,Bivalvia
Nucula proxima,Bivalvia
Pagurus annulipes,Malacostraca
Pandora gouldiana,Bivalvia
Sabellaria vulgaris,Polychaeta
Aplidium stellatum,Ascidiacea
Astrangia poculata,Anthozoa
Cellepora avicularis,Gymnolaemata
Dasya elegans,Florideophyceae
Polysiphonia nigrescens,Florideophyceae
Polystomella striatopunctata,Globothalamea
Tellina aqilis,Bivalvia
Thuiaria argentea,Hydrozoa
Anomia simplex,Bivalvia
Hydroides dianthus,Polychaeta
Spiochaetopterus oculatus,Polychaeta
Tubularia crocea,Hydrozoa
Tumidotheres maculatus,Malacostraca
Pennaria tiarella,Hydrozoa
Sargassum filipendula,Phaeophyceae
Batea catharinensis,Malacostraca
Cumingia tellinoides,Bivalvia
Dyspanopeus sayi,Malacostraca
Euspira triseriata,Gastropoda
Idotea phosphorea,Malacostraca
Lembos smithi,Malacostraca
Polycirrus eximius,Polychaeta
Potamilla occelata,Polychaeta
Unciola irrorata,Malacostraca
Aplidium pellucidum,Ascidiacea
Corophium cylindricum,Malacostraca
Ericthonius minax,Malacostraca
Eulalia gracilis,Polychaeta
Hippuraria armata,Dicotyledonae
Polydora concharum,Polychaeta
Schizoporella errata,Gymnolaemata
Terebella rubra,Polychaeta
Tubularia couthouyi,Hydrozoa
Ensis directus,Bivalvia
Laevicardium mortoni,Bivalvia
Argopecten gibbus,Bivalvia
Periploma leanum,Bivalvia
Natica pusilla,Gastropoda
Vermicularia spirata,Gastropoda
Caprella geometrica,Malacostraca
Elasmopus laevis,Malacostraca
Tanystylum orbiculare,Pycnogonida
Turbonilla interrupta,Gastropoda
Didemnum candidum,Ascidiacea
Pelia mutica,Malacostraca
Callithamnion tenuissimum,Florideophyceae
Melobesia lejolisii,Florideophyceae
Anoplodactylus lentus,Pycnogonida
Perophora viridis,Ascidiacea
Phyllophora brodioei,Insecta
Spermothamnion turneri,Florideophyceae
Ophiuroids unidentified,Insecta
Phyllodoce catenula,Catenulida
Chaetopleura apiculata,Polyplacophora
Lumbrineris hebes,Polychaeta
Metridium dianthus,Anthozoa
Cerithiopsis ,Gastropoda
Polinices duplicatus,Gastropoda
Crepidula convexa,Gastropoda
Erichsonella filiformis,Malacostraca
Yoldia limatula,Bivalvia
Lacuna puteola,Gastropoda
Byblis serrata,Gastropoda
Ahnfeldtia plicata,Magnoliopsida
Caecum cooperi,Gastropoda
Crenella glandula,Bivalvia
